loan_amount,annual_income,interest_rate,dti_ratio,credit_score,employment_length,num_open_accounts,num_derogatory_records,revolving_utilization,total_credit_lines,months_since_last_delinquency,home_ownership,loan_purpose,term_months,default
18414,64103,27.67,35.1,765,6,11,0,30.4,25,0,MORTGAGE,credit_card,60,0
3099,68803,9.37,34.97,637,4,11,0,12.2,33,60,OWN,debt_consolidation,36,0
8872,62530,19.49,43.61,712,1,10,0,62.4,18,999,RENT,home_improvement,36,0
13072,27891,17.32,39.79,683,5,4,0,30.4,31,48,RENT,other,60,0
7067,27155,8.55,22.4,771,3,13,0,5.3,19,24,MORTGAGE,debt_consolidation,36,0
6935,15858,8.86,18.67,667,5,5,0,34.4,20,6,MORTGAGE,small_business,36,0
8371,97784,27.75,41.21,800,2,8,0,53.6,20,0,MORTGAGE,debt_consolidation,36,0
16391,98380,15.41,27.51,681,7,4,0,40.9,25,60,MORTGAGE,education,60,0
11717,99322,7.89,13.25,635,0,5,0,39.2,24,60,MORTGAGE,debt_consolidation,60,0
2788,71974,9.94,25.4,637,4,9,0,28.8,25,0,MORTGAGE,credit_card,60,0
3027,16649,11.17,44.65,662,10,12,0,22.9,24,36,MORTGAGE,other,36,0
8735,32337,16.75,38.23,722,5,8,1,8.8,22,18,MORTGAGE,other,36,0
18405,66320,12.72,12.66,663,5,16,0,32.6,18,0,OTHER,car,60,0
1952,64945,15.47,42.88,650,0,10,0,27.1,17,6,MORTGAGE,credit_card,60,0
9416,52383,8.83,44.17,753,7,18,1,57.3,26,36,MORTGAGE,home_improvement,60,0
9243,74708,12.51,10.4,507,10,9,0,7.2,19,60,RENT,credit_card,36,1
35306,60294,6.62,40.3,674,3,12,0,15.7,17,72,MORTGAGE,credit_card,36,0
10203,64373,25.46,39.74,619,5,12,0,4.6,22,0,MORTGAGE,home_improvement,36,0
17467,40805,9.57,1.79,647,7,9,2,23.2,22,0,MORTGAGE,debt_consolidation,36,0
14748,107926,22.41,30.14,714,1,10,1,3.1,23,999,OWN,home_improvement,36,0
3006,46237,13.04,13.74,687,10,14,3,23.0,31,0,RENT,credit_card,36,0
22873,26946,15.91,30.36,682,5,11,3,20.0,28,0,RENT,debt_consolidation,60,0
15533,37699,11.7,41.11,771,1,14,0,25.3,28,0,MORTGAGE,credit_card,36,0
19068,48577,21.02,22.45,699,4,8,0,34.4,19,999,MORTGAGE,debt_consolidation,60,0
40000,108705,24.42,18.65,808,4,12,2,59.2,22,0,OWN,other,60,0
3106,58374,11.58,41.47,742,4,6,3,7.5,25,60,RENT,debt_consolidation,36,0
40000,53546,10.57,43.84,641,8,7,3,28.2,11,48,RENT,small_business,36,0
10924,28305,20.67,2.8,816,4,10,0,6.7,22,48,RENT,debt_consolidation,36,0
16336,95921,9.49,41.53,716,4,14,0,23.0,30,60,RENT,education,36,0
12940,40490,19.72,3.72,812,4,10,0,15.8,22,0,OWN,credit_card,60,0
9927,56386,7.17,15.18,684,9,12,2,32.3,24,72,OWN,car,36,0
8965,145525,19.26,34.32,716,3,8,0,29.7,19,0,OWN,debt_consolidation,36,0
16825,81247,16.81,34.97,725,0,16,0,1.5,15,18,MORTGAGE,other,36,0
4619,22540,7.62,32.66,689,4,10,0,24.5,19,999,MORTGAGE,debt_consolidation,36,1
22593,20708,19.93,1.76,776,3,6,0,48.0,21,0,MORTGAGE,home_improvement,60,0
9983,57607,15.27,5.98,815,10,8,0,4.9,22,999,MORTGAGE,debt_consolidation,60,0
6056,28921,9.99,42.13,562,6,18,0,39.7,22,72,MORTGAGE,credit_card,36,0
9749,88355,13.13,3.67,748,2,20,0,3.1,25,0,RENT,credit_card,36,0
32209,61411,16.32,3.53,646,10,14,0,6.3,23,999,MORTGAGE,other,36,0
9184,66120,7.11,37.6,544,3,15,0,13.0,15,0,MORTGAGE,credit_card,36,0
17169,39181,27.03,28.86,731,9,14,1,26.7,26,48,MORTGAGE,debt_consolidation,60,0
8009,170217,20.31,15.82,731,8,10,0,62.4,24,999,MORTGAGE,credit_card,60,0
22709,300000,7.36,7.46,740,5,9,2,40.3,24,0,MORTGAGE,credit_card,60,0
21587,50657,23.93,39.79,722,5,11,1,33.4,19,48,RENT,major_purchase,36,0
40000,74000,12.42,44.48,752,10,5,0,39.4,22,12,MORTGAGE,credit_card,60,0
11814,63478,18.73,2.25,663,6,9,0,12.0,19,48,OWN,small_business,60,0
21334,51235,11.37,24.94,715,4,11,0,28.8,26,60,MORTGAGE,debt_consolidation,60,0
14309,36343,21.87,11.76,741,4,10,0,8.2,19,0,OWN,major_purchase,60,0
33094,31226,21.63,37.46,781,3,11,0,37.3,14,999,RENT,credit_card,36,0
8077,30292,17.7,15.57,702,5,14,0,2.5,13,60,RENT,home_improvement,36,0
22505,76354,10.54,32.16,687,1,9,0,34.4,21,24,MORTGAGE,medical,36,0
11657,43835,10.84,24.28,696,0,12,0,24.3,22,0,MORTGAGE,credit_card,36,0
12772,15000,13.81,24.37,628,7,4,0,47.8,22,0,RENT,small_business,36,0
14245,78191,8.34,38.61,746,5,7,1,9.5,22,36,RENT,debt_consolidation,36,0
15939,58515,12.77,21.17,612,2,12,3,12.4,21,48,MORTGAGE,home_improvement,60,0
12315,134323,20.74,38.05,723,1,6,1,21.7,22,0,OWN,debt_consolidation,36,0
15526,74897,24.11,16.35,705,1,17,2,4.8,21,999,RENT,debt_consolidation,60,0
40000,24656,12.65,7.87,606,3,12,0,10.0,16,0,RENT,debt_consolidation,36,0
26630,15712,10.37,20.5,610,5,6,2,37.8,34,60,MORTGAGE,major_purchase,60,1
24548,38883,24.15,22.43,648,2,12,0,4.6,20,60,OWN,other,36,0
9712,41148,25.49,21.53,679,9,10,0,20.0,20,18,MORTGAGE,debt_consolidation,60,0
7169,105439,14.43,36.37,788,2,13,0,38.5,14,36,MORTGAGE,credit_card,36,0
26074,59556,5.62,25.41,693,1,13,0,55.6,31,999,OWN,debt_consolidation,36,0
24667,118209,20.98,39.98,732,10,7,1,23.0,23,6,MORTGAGE,education,36,0
37454,27040,23.03,23.14,775,5,12,1,30.3,25,72,MORTGAGE,debt_consolidation,36,0
8753,106847,5.41,10.11,764,2,14,1,38.7,23,36,OWN,debt_consolidation,36,0
11376,92280,18.69,5.83,699,10,11,0,8.8,22,60,OTHER,debt_consolidation,36,0
4240,17837,18.53,39.08,657,2,11,0,37.3,24,0,RENT,education,36,0
10150,132398,13.71,2.53,729,10,9,0,29.9,20,60,MORTGAGE,medical,36,0
26838,63327,22.24,5.29,658,1,15,3,18.5,23,6,RENT,other,36,0
9637,75752,14.85,2.86,808,9,7,0,43.7,19,6,MORTGAGE,debt_consolidation,36,0
20917,35634,20.57,19.07,752,2,9,0,29.8,27,18,OWN,home_improvement,36,0
11691,128688,16.89,23.97,712,10,6,2,58.0,16,18,RENT,medical,36,1
16761,29392,10.71,0.89,730,7,10,0,59.3,15,24,MORTGAGE,home_improvement,60,0
5982,98642,18.95,23.2,710,2,12,1,64.3,14,0,MORTGAGE,debt_consolidation,36,0
14180,97964,21.95,17.72,677,9,10,0,32.1,29,0,MORTGAGE,small_business,60,1
1646,33372,27.4,34.81,729,5,14,0,67.7,20,0,OWN,medical,60,0
11721,196815,13.74,37.35,685,9,11,0,13.2,16,24,MORTGAGE,credit_card,36,0
4267,68797,6.48,30.82,816,8,12,2,23.7,24,48,MORTGAGE,debt_consolidation,60,0
31076,88639,27.72,21.31,658,8,4,0,13.2,23,36,RENT,debt_consolidation,36,0
23021,23950,19.35,9.73,730,4,8,0,8.6,19,72,RENT,credit_card,36,0
18521,213339,26.77,38.12,653,10,6,0,15.1,25,0,MORTGAGE,small_business,60,0
38742,28717,7.39,15.38,652,7,14,2,55.9,26,36,MORTGAGE,debt_consolidation,36,0
6875,110739,12.87,16.03,592,0,13,1,42.3,13,48,MORTGAGE,major_purchase,36,0
40000,32962,8.08,41.22,724,0,18,0,36.2,30,60,RENT,other,36,0
25656,41299,24.22,43.9,668,9,9,1,47.7,24,999,RENT,debt_consolidation,36,0
11320,96110,25.25,40.42,765,9,10,0,50.5,19,6,MORTGAGE,debt_consolidation,60,0
29582,110916,16.53,44.92,724,8,9,0,34.1,25,18,RENT,debt_consolidation,36,0
6158,27923,9.29,39.1,708,3,8,0,50.0,22,0,RENT,car,36,0
7501,115183,7.92,31.7,615,2,10,1,14.9,22,0,OWN,credit_card,36,0
8725,112082,18.53,13.22,735,7,10,0,11.9,23,0,OWN,credit_card,60,0
9225,34105,16.65,42.88,660,2,9,0,37.3,20,0,MORTGAGE,credit_card,36,0
6376,156246,20.98,39.45,614,4,10,1,63.0,22,999,OWN,debt_consolidation,60,0
31450,24981,12.02,10.83,725,7,11,2,27.8,16,999,MORTGAGE,debt_consolidation,36,0
11145,41156,14.25,22.01,624,3,5,0,16.0,29,6,MORTGAGE,small_business,60,0
17098,79809,5.49,3.15,574,4,14,0,21.0,25,60,RENT,home_improvement,36,0
8962,35877,19.03,42.9,777,4,9,0,51.4,32,12,MORTGAGE,debt_consolidation,36,0
3735,70143,14.73,25.77,666,5,8,0,46.1,25,48,RENT,debt_consolidation,60,0
16139,69192,26.15,11.03,595,8,10,0,19.5,28,0,MORTGAGE,credit_card,36,0
3503,53517,19.76,13.16,642,9,9,1,27.5,16,18,MORTGAGE,credit_card,60,0
12733,98660,14.17,44.13,656,8,7,0,32.2,15,999,OWN,small_business,36,0
5126,52207,11.06,27.7,768,0,12,0,14.1,13,48,MORTGAGE,small_business,60,0
40000,68797,25.82,18.93,600,10,8,0,30.7,25,999,OWN,education,60,0
25284,119119,5.37,22.49,619,7,8,0,27.0,26,48,MORTGAGE,credit_card,36,0
14386,96221,12.52,4.43,758,10,11,0,13.1,27,60,OWN,major_purchase,36,0
32357,95952,26.7,3.38,673,10,11,1,2.7,20,60,RENT,medical,36,0
7387,30046,20.04,26.67,713,5,5,1,38.4,18,0,RENT,debt_consolidation,60,0
19544,82032,17.25,23.04,670,10,13,0,32.8,19,0,MORTGAGE,debt_consolidation,36,0
15365,35344,9.68,16.16,821,4,6,3,7.3,17,999,MORTGAGE,credit_card,60,0
16071,27754,24.17,25.48,622,3,4,0,5.9,22,0,RENT,other,36,0
32553,57352,9.7,3.27,716,0,14,2,35.0,23,0,OTHER,home_improvement,60,0
22308,34801,10.71,42.48,790,5,5,1,33.9,28,999,MORTGAGE,debt_consolidation,36,1
16352,96217,9.41,13.22,677,8,12,1,28.4,27,60,RENT,major_purchase,36,0
4194,97608,8.64,3.23,654,10,12,0,30.9,34,0,MORTGAGE,debt_consolidation,36,0
6822,19118,26.93,7.63,746,6,8,2,56.1,16,36,RENT,home_improvement,36,0
12260,36425,18.85,4.3,760,9,16,3,19.5,24,18,MORTGAGE,debt_consolidation,60,0
14262,24937,19.67,8.04,652,10,6,0,43.1,21,0,RENT,home_improvement,36,1
6056,45361,26.95,18.75,787,7,8,0,18.7,24,0,OWN,debt_consolidation,60,0
40000,78676,10.3,33.21,703,2,8,0,18.5,16,0,RENT,other,36,0
38618,51773,5.14,12.26,730,9,6,2,17.6,15,12,MORTGAGE,credit_card,60,0
20363,42030,18.77,19.62,789,7,12,3,23.3,30,60,MORTGAGE,credit_card,36,0
14050,130627,16.68,41.79,746,9,6,0,34.4,18,6,MORTGAGE,debt_consolidation,36,0
11515,15019,15.99,13.31,699,8,7,3,43.1,22,0,RENT,debt_consolidation,36,0
6861,125759,6.42,35.76,659,0,11,3,45.4,18,0,OWN,debt_consolidation,60,0
14104,43192,15.45,7.1,850,2,6,0,4.5,25,60,RENT,small_business,36,0
16001,57132,11.61,8.02,652,3,9,2,40.3,28,999,OWN,credit_card,36,0
5601,43633,11.31,20.53,719,3,9,0,19.2,26,0,RENT,medical,36,0
16880,151105,10.11,10.53,730,9,7,2,4.5,19,36,MORTGAGE,home_improvement,36,0
11983,28607,12.65,40.64,733,7,4,1,46.6,24,48,MORTGAGE,home_improvement,60,0
3514,60297,13.12,2.28,827,1,7,1,32.9,23,0,MORTGAGE,debt_consolidation,36,0
7315,82163,12.1,26.88,702,4,7,3,38.2,21,999,RENT,debt_consolidation,36,0
10001,22774,27.51,27.19,694,7,15,0,18.2,24,36,MORTGAGE,home_improvement,36,0
40000,34477,26.45,2.97,793,3,12,1,6.4,19,24,RENT,debt_consolidation,36,0
19723,54780,18.21,32.97,691,0,7,0,3.2,15,24,MORTGAGE,other,36,0
5245,35171,27.56,21.1,752,4,11,0,25.2,24,0,RENT,medical,36,0
18773,36704,27.8,32.54,711,5,11,1,15.5,25,36,OWN,debt_consolidation,36,0
4522,48537,13.19,37.21,755,10,11,0,38.9,31,0,RENT,home_improvement,36,0
28506,88410,15.24,14.53,743,10,7,3,28.7,29,12,MORTGAGE,debt_consolidation,36,0
9606,48745,27.06,21.8,675,6,10,3,26.7,24,0,OWN,debt_consolidation,60,1
12512,114354,19.0,11.73,589,6,10,0,23.0,27,0,RENT,credit_card,36,0
33794,32903,9.9,9.07,599,8,15,3,22.6,23,6,RENT,car,60,0
5426,28249,20.86,0.03,589,3,14,3,42.6,21,0,RENT,medical,36,0
5024,190195,9.73,43.36,694,3,16,1,16.3,21,36,RENT,debt_consolidation,60,0
8879,40345,12.81,19.84,558,0,13,0,5.6,24,18,MORTGAGE,credit_card,36,0
27635,27267,10.23,0.59,690,0,14,0,16.1,23,0,MORTGAGE,major_purchase,36,0
4612,21052,10.63,0.4,708,2,13,0,37.2,16,60,OTHER,debt_consolidation,60,0
1839,114126,5.11,12.98,751,8,9,0,36.4,19,12,RENT,debt_consolidation,36,0
9741,48786,25.26,0.63,730,2,6,1,23.8,20,18,RENT,debt_consolidation,36,0
19657,51419,11.81,16.85,754,1,10,1,10.4,22,999,RENT,car,60,0
30951,54419,6.99,2.83,724,7,6,2,29.5,22,0,OWN,debt_consolidation,36,0
9660,109948,7.0,1.77,680,8,10,0,32.1,16,0,OWN,medical,36,0
10016,53759,17.79,30.12,693,0,11,0,32.9,24,36,RENT,debt_consolidation,36,0
29963,244368,27.84,40.81,648,9,10,0,19.0,18,12,MORTGAGE,car,36,1
3608,64877,8.34,18.42,713,7,9,0,63.5,22,18,RENT,debt_consolidation,60,0
10178,113218,7.29,37.65,604,5,12,2,14.0,22,0,MORTGAGE,other,36,1
15264,97065,15.08,1.32,763,10,10,0,29.4,27,60,OTHER,debt_consolidation,36,0
18296,58579,17.96,35.0,642,0,13,1,22.2,21,0,MORTGAGE,debt_consolidation,36,0
9350,42100,11.77,2.83,709,7,12,1,24.1,16,999,OWN,small_business,36,0
13685,73070,11.96,37.73,719,2,9,0,26.3,25,60,RENT,debt_consolidation,36,0
2340,81312,14.76,39.71,769,4,9,3,40.1,18,0,RENT,debt_consolidation,36,0
8427,42465,12.23,35.37,599,1,10,0,45.7,22,0,MORTGAGE,debt_consolidation,36,0
18351,66158,26.05,36.93,680,8,12,0,1.6,24,12,MORTGAGE,debt_consolidation,60,0
6716,125708,5.96,25.27,732,5,8,2,71.1,24,18,RENT,small_business,60,0
13922,207309,10.4,11.92,805,10,10,3,39.5,21,0,MORTGAGE,credit_card,60,0
18266,99969,23.6,28.95,697,8,8,0,80.0,28,18,RENT,debt_consolidation,60,0
10511,183075,24.18,19.78,664,10,8,0,30.9,21,36,MORTGAGE,debt_consolidation,36,0
15052,41042,7.57,0.24,821,3,4,3,24.7,26,999,OWN,debt_consolidation,36,0
6809,91229,27.4,21.46,748,3,14,0,27.4,20,0,MORTGAGE,debt_consolidation,36,0
11560,133667,20.95,29.3,782,4,5,1,9.7,20,0,RENT,major_purchase,60,0
20478,34968,11.27,0.62,627,9,12,0,38.5,23,0,OWN,other,60,0
14911,44741,15.49,27.96,731,2,8,1,14.8,26,999,RENT,small_business,36,1
8861,169862,11.83,29.36,635,10,10,0,12.2,28,18,MORTGAGE,credit_card,36,0
15630,33354,8.45,7.11,621,0,5,3,35.1,26,999,MORTGAGE,credit_card,36,0
22031,26777,11.7,19.4,734,10,10,1,30.2,23,72,MORTGAGE,other,36,0
3181,149759,18.34,43.39,739,5,15,2,8.7,28,0,MORTGAGE,debt_consolidation,60,0
30072,122768,24.0,39.79,671,6,9,2,42.7,29,0,MORTGAGE,debt_consolidation,36,0
10557,77596,13.36,18.49,785,10,13,1,14.0,14,18,OWN,major_purchase,36,0
17994,58254,13.0,15.74,677,10,11,0,25.5,27,0,OWN,credit_card,36,0
30886,46022,15.76,5.58,683,10,10,0,32.9,23,0,RENT,credit_card,36,0
5114,70910,19.82,1.58,697,7,18,0,23.4,35,48,MORTGAGE,medical,36,0
8130,154489,22.29,13.39,685,10,10,1,54.8,25,36,RENT,credit_card,60,1
10916,69088,12.52,42.31,776,8,7,3,37.1,13,999,RENT,debt_consolidation,36,0
7718,219734,18.49,43.14,637,9,9,0,17.4,17,0,OTHER,debt_consolidation,60,0
40000,34934,13.96,36.56,654,8,11,0,7.7,22,999,MORTGAGE,credit_card,60,0
7333,59171,21.48,15.79,628,9,10,0,31.2,16,0,MORTGAGE,other,36,0
9055,47866,8.79,6.46,813,8,12,0,19.0,19,0,MORTGAGE,small_business,36,0
15414,31223,10.91,26.8,680,8,13,0,21.1,27,72,RENT,medical,60,0
5758,54619,14.8,29.09,653,5,12,0,22.6,33,6,RENT,debt_consolidation,60,0
10127,76910,25.46,19.11,682,8,11,0,50.6,27,18,OWN,major_purchase,36,0
16684,82005,18.19,31.12,750,3,15,1,33.5,29,999,OWN,debt_consolidation,60,0
10582,220195,27.2,33.6,739,8,7,0,38.1,20,60,OWN,debt_consolidation,36,0
12514,79116,7.38,35.24,665,6,10,0,34.4,28,60,RENT,car,36,0
9223,119381,15.58,22.6,676,10,14,0,51.1,22,18,MORTGAGE,medical,36,0
4627,62296,14.64,35.62,612,8,14,1,7.7,27,999,RENT,small_business,60,0
16732,163870,18.8,1.15,708,7,12,0,39.3,14,0,OWN,debt_consolidation,60,0
40000,252475,23.68,30.62,776,3,5,0,32.8,23,48,MORTGAGE,other,36,0
13532,82343,24.35,10.6,665,10,7,1,43.8,19,60,MORTGAGE,debt_consolidation,60,1
15641,33004,20.41,12.17,738,0,10,1,9.8,16,0,MORTGAGE,other,36,0
21696,43075,19.76,4.11,665,10,10,0,14.4,18,6,MORTGAGE,medical,36,0
5494,70909,26.83,8.66,634,8,13,0,71.1,20,999,RENT,credit_card,36,0
40000,78739,13.82,44.64,740,2,8,0,6.4,23,0,RENT,home_improvement,36,0
15392,91040,24.15,18.69,840,10,10,1,82.4,16,36,RENT,credit_card,36,0
40000,78914,26.19,41.75,732,4,11,0,26.4,24,0,RENT,home_improvement,36,0
7997,60125,16.31,7.33,675,2,13,0,12.8,15,18,OWN,other,36,0
40000,40875,21.77,9.18,679,3,8,0,24.5,22,999,RENT,major_purchase,36,0
22985,76166,13.67,25.1,814,10,14,2,41.2,30,72,MORTGAGE,debt_consolidation,60,0
19675,182224,8.65,15.73,718,9,7,3,29.2,17,999,RENT,credit_card,60,0
15737,110410,18.49,28.98,654,10,13,0,3.3,19,0,RENT,home_improvement,60,0
11226,82522,9.52,18.99,696,3,10,0,63.1,24,12,RENT,car,36,0
30957,111050,15.52,36.52,712,1,10,0,25.3,30,24,RENT,debt_consolidation,60,0
14738,47923,25.08,19.42,728,7,17,0,33.4,24,0,OWN,credit_card,36,0
3371,44136,6.98,25.76,790,6,7,0,13.5,24,36,RENT,credit_card,36,0
6111,38228,5.7,14.45,776,8,16,0,58.0,15,18,OWN,credit_card,36,0
11730,55538,18.95,31.68,711,7,6,0,44.1,21,0,OWN,small_business,60,0
16597,46480,12.61,29.46,697,5,11,0,34.0,23,0,MORTGAGE,debt_consolidation,60,0
12840,123619,14.61,17.87,723,0,7,0,31.1,15,36,OWN,major_purchase,60,0
31359,45017,14.33,12.42,663,5,9,3,8.4,24,0,RENT,home_improvement,36,0
3409,36988,6.99,27.63,758,1,10,0,14.1,27,60,RENT,credit_card,36,0
14772,192056,5.08,42.44,687,10,6,0,26.9,20,0,RENT,debt_consolidation,36,0
3742,45668,25.66,5.97,729,10,14,2,37.6,25,0,OTHER,debt_consolidation,36,0
22738,65651,10.01,35.96,802,9,9,1,26.3,22,60,RENT,credit_card,36,0
12504,78495,14.8,24.43,733,2,11,0,24.1,23,0,OWN,credit_card,36,0
17920,30272,27.35,23.65,713,1,12,1,34.8,24,60,RENT,small_business,36,0
7297,125654,24.02,43.28,668,7,13,0,31.0,14,36,MORTGAGE,debt_consolidation,36,0
32716,87752,7.48,27.26,695,8,12,1,23.4,26,72,RENT,debt_consolidation,36,0
27700,152516,16.7,37.37,631,10,11,0,26.4,18,18,MORTGAGE,debt_consolidation,60,0
20100,39833,21.79,23.15,731,10,14,0,59.5,27,72,RENT,other,60,0
12201,63543,21.06,11.24,571,2,16,0,22.4,19,72,RENT,debt_consolidation,36,0
20048,61304,22.5,31.25,758,10,10,0,20.5,24,72,RENT,debt_consolidation,60,0
8145,70145,15.52,41.54,743,2,8,0,23.3,23,999,MORTGAGE,debt_consolidation,36,0
24315,25015,9.05,37.86,705,9,6,0,39.1,21,18,OWN,medical,36,0
40000,63991,15.69,8.93,668,7,12,0,45.7,24,0,MORTGAGE,major_purchase,36,0
28266,25441,19.9,14.26,699,8,15,0,12.3,25,60,RENT,other,36,0
8016,74235,19.0,23.26,593,7,9,1,29.4,22,0,MORTGAGE,credit_card,36,1
17205,16694,6.62,25.72,749,10,12,2,6.0,14,60,MORTGAGE,debt_consolidation,36,1
5403,19713,6.49,8.72,690,8,9,1,56.2,28,0,MORTGAGE,home_improvement,36,0
19943,97843,27.2,10.35,790,9,10,0,27.3,18,36,RENT,debt_consolidation,36,0
18314,43126,8.49,34.15,723,2,23,0,49.9,29,0,MORTGAGE,home_improvement,36,0
3608,33099,11.77,32.86,713,10,7,1,9.6,23,60,RENT,credit_card,36,0
5923,128348,22.66,37.76,724,10,9,2,27.1,21,48,RENT,medical,36,0
10957,72880,14.42,41.98,641,8,11,0,15.1,15,18,MORTGAGE,major_purchase,36,0
10822,101038,9.17,13.87,672,10,13,0,9.4,16,0,RENT,debt_consolidation,36,0
5729,54190,15.75,38.68,707,2,9,0,70.8,25,24,RENT,credit_card,36,0
17540,298873,18.09,29.97,681,9,13,2,42.1,25,0,MORTGAGE,car,36,0
15931,41659,15.41,43.1,665,2,6,1,27.9,26,60,MORTGAGE,other,60,0
11661,170535,26.14,12.24,683,6,5,0,15.3,15,60,MORTGAGE,credit_card,36,0
7871,57709,11.55,12.14,702,8,12,0,27.7,21,0,MORTGAGE,major_purchase,36,0
27836,22187,20.21,31.69,839,8,4,2,34.9,23,0,MORTGAGE,debt_consolidation,36,0
40000,79994,7.58,41.78,680,8,7,0,23.8,16,72,RENT,credit_card,36,0
9523,72320,14.02,37.11,659,4,8,1,6.0,29,72,RENT,debt_consolidation,36,0
8703,31863,22.04,32.72,690,10,7,0,60.7,21,72,MORTGAGE,debt_consolidation,36,0
18842,34429,10.17,17.43,790,0,9,1,20.2,28,6,OWN,debt_consolidation,36,0
10398,58993,18.56,32.3,794,7,17,0,66.8,27,0,RENT,education,60,0
12117,73854,8.53,36.05,816,10,5,0,67.7,18,999,RENT,major_purchase,60,0
22421,15000,7.36,33.9,703,10,10,0,39.2,20,0,RENT,debt_consolidation,36,0
3510,112631,17.03,30.46,738,8,19,3,11.9,15,0,MORTGAGE,major_purchase,36,0
33617,44502,20.53,2.12,636,7,9,0,5.0,20,0,MORTGAGE,debt_consolidation,60,0
14057,26928,7.61,29.69,678,5,11,0,9.9,23,72,OWN,credit_card,60,0
10016,105307,26.11,21.52,633,5,10,3,39.2,21,0,RENT,debt_consolidation,36,1
12550,59031,10.19,43.27,728,5,9,0,6.9,25,0,MORTGAGE,debt_consolidation,36,0
13012,124206,7.76,27.32,702,8,11,1,44.0,22,72,RENT,credit_card,60,0
3976,77868,9.66,27.37,713,9,8,0,53.7,21,999,OWN,credit_card,36,0
38042,59819,8.9,44.73,649,6,8,3,1.5,19,0,RENT,home_improvement,36,0
13751,54631,7.09,4.21,751,9,6,1,32.7,20,0,OWN,debt_consolidation,36,0
18216,79987,23.35,12.43,555,6,8,0,31.5,26,24,OWN,debt_consolidation,36,0
26006,46717,16.4,29.52,684,1,7,0,33.5,16,18,RENT,major_purchase,60,0
6536,35898,13.94,14.19,693,10,12,0,16.7,25,6,MORTGAGE,home_improvement,36,0
18609,86331,26.86,15.58,578,10,7,2,38.1,19,999,RENT,credit_card,36,1
11077,54902,13.53,40.17,723,3,9,0,41.1,18,0,OWN,debt_consolidation,60,0
24166,61092,8.84,26.07,689,9,7,0,17.7,20,999,MORTGAGE,major_purchase,36,0
3013,115108,11.3,4.63,733,6,15,0,23.0,15,0,RENT,home_improvement,60,0
12464,55919,10.5,13.99,819,1,13,0,10.1,26,0,MORTGAGE,credit_card,60,0
8760,60416,16.47,3.42,719,5,8,0,44.9,31,6,RENT,credit_card,36,0
18080,41781,11.7,25.03,758,0,7,3,30.3,22,999,MORTGAGE,major_purchase,36,0
18564,77531,16.87,7.8,782,9,15,2,18.4,25,0,MORTGAGE,small_business,60,0
8140,73857,20.39,38.57,729,2,7,0,17.1,32,72,MORTGAGE,debt_consolidation,36,0
8115,102792,22.88,25.98,648,2,12,0,36.6,26,0,RENT,other,36,0
12363,42299,21.33,2.67,601,2,8,0,11.3,21,999,RENT,debt_consolidation,36,0
7132,45492,9.73,13.54,722,2,7,1,10.2,20,0,MORTGAGE,debt_consolidation,36,0
24086,96305,7.67,27.74,675,8,6,0,12.1,19,60,MORTGAGE,credit_card,36,0
10317,69656,17.48,15.1,777,8,8,0,53.1,33,0,MORTGAGE,debt_consolidation,60,0
1746,34761,9.57,23.09,671,1,11,0,14.5,23,18,OWN,debt_consolidation,36,0
10276,131128,6.95,40.92,699,8,10,3,70.1,26,24,MORTGAGE,debt_consolidation,60,1
6457,21610,17.12,15.75,630,4,4,2,47.2,23,999,MORTGAGE,credit_card,60,0
4264,95852,12.52,15.11,679,5,13,1,1.9,18,36,MORTGAGE,debt_consolidation,36,0
5618,28025,22.39,36.89,643,1,9,0,46.2,25,36,OWN,debt_consolidation,36,1
14423,185623,12.23,14.34,648,8,10,0,30.0,21,36,MORTGAGE,education,36,0
33861,23700,27.51,3.51,696,4,6,1,35.0,25,0,MORTGAGE,small_business,60,0
16634,119533,22.45,8.14,663,8,13,0,19.2,28,0,RENT,debt_consolidation,60,0
8738,57012,6.33,42.7,850,5,17,0,50.0,24,18,OWN,debt_consolidation,36,0
18382,48051,16.7,42.0,750,0,11,0,47.4,31,48,RENT,debt_consolidation,36,0
9687,66918,17.94,10.12,765,8,3,3,24.9,26,0,RENT,major_purchase,36,0
8215,87477,20.99,24.91,693,7,7,1,9.4,25,0,RENT,debt_consolidation,60,0
5954,34799,16.45,6.18,706,5,13,0,49.7,20,36,MORTGAGE,debt_consolidation,36,0
3919,36699,16.12,30.36,674,2,12,0,9.4,19,0,RENT,home_improvement,36,0
10168,88411,13.46,8.34,850,7,11,2,41.0,30,0,MORTGAGE,debt_consolidation,36,0
14922,21495,11.24,2.24,693,3,10,0,0.8,31,0,MORTGAGE,major_purchase,36,0
12486,42169,26.76,37.12,663,5,13,1,5.6,16,0,MORTGAGE,education,36,0
9984,300000,12.3,14.64,654,0,4,0,18.4,20,999,RENT,medical,36,0
6891,33496,6.46,4.88,720,9,8,0,28.7,18,0,MORTGAGE,medical,36,0
20450,119214,8.85,37.53,785,1,7,0,51.1,14,48,MORTGAGE,home_improvement,60,0
5313,42126,24.72,34.31,765,10,9,0,9.5,16,18,RENT,credit_card,36,0
22999,81261,18.49,30.77,654,10,10,0,41.3,18,18,RENT,credit_card,36,0
6623,88664,22.91,41.01,653,10,5,0,4.8,13,0,RENT,other,36,0
7889,117874,23.6,22.02,774,10,10,0,8.4,24,18,OWN,home_improvement,36,0
